region_id,x,y,distance,elevation,height_std,point_density,point_count,semantic_label,semantic_importance,confidence,dynamic_relevance,uncertainty,semantic_source,dominant_class_ratio,uncertainty_source,dynamic_source,terrain_complexity
35,-13.0791322072347,27.179936917622886,30.16310113599534,2.9796074133754398,1.4867078022030937,7.5,30,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.5626329414270433
36,-13.159112001076723,28.762311250735554,31.62961866891649,1.4971734646600312,1.2756946385612236,9.75,39,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.4827766598068618
37,-12.61814205463116,30.769009810227615,33.25581864294931,2.2164684442373424,1.1978865683109332,3.25,13,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.4533308040934453
38,-13.733296871185303,33.38429069519043,36.09867460410543,3.791495680809021,0.39509260654449463,0.5,2,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.1495197072530329
39,-13.016086769104003,34.664351272583005,37.027500103704966,1.9706509292125702,1.2480876965630552,2.5,10,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.47232902849880104
40,-12.851908683776855,38.46929804484049,40.55932012347973,1.8920124371846516,0.00676863480011463,0.75,3,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0025615369081877664
41,-12.279435157775879,40.34061813354492,42.168115907525625,1.966720700263977,0.0,0.25,1,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0
42,-10.056381361825126,7.744826861790249,12.693035460975109,2.30458927154541,0.14376382282017067,1.75,7,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.05440629448789248
43,-10.186783163171066,9.097517942127428,13.657795719690494,2.1921751757985666,0.5691537740788787,9.5,38,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.21539179491745056
44,-10.188434298221882,10.804610023131737,14.850716858156808,0.7993853141693902,1.1440721863453465,26.0,104,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.43296517207650886
45,-10.413253466288248,12.809568246205648,16.508206638134993,-0.3349785202972271,1.1740419625159584,6.0,24,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.4443069994993517
46,-11.748433113098145,14.111064910888672,18.361585812022188,2.5807900428771973,0.0,0.25,1,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0
47,-11.035776646931966,17.463706970214844,20.65839846993226,-0.9634639898935954,0.011551412781625418,3.75,15,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.004371541833124799
48,-10.986695549704812,22.239687659523703,24.805466863074244,-0.5757870728319342,0.00697750253112471,2.75,11,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0026405812676061078
49,-11.231932973861694,28.50795946121216,30.640823601389005,1.9506030922653737,2.15225804131334,5.0,20,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.8145052246982899
50,-11.376457405090331,31.13237609863281,33.1458688924662,3.4219758987426756,1.8354381362866752,1.25,5,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.6946072092283755
51,-11.50320053100586,32.80999247233073,34.7680777221136,3.51924459139506,0.4032668497186172,0.75,3,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.15261318565825907
52,-11.723264694213867,34.88901329040527,36.805953098224165,2.136576235294342,0.38480299711227417,0.5,2,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.14562568502996612
53,-11.824556350708008,38.05801773071289,39.85263914074356,1.8587311506271362,0.0,0.25,1,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0
54,-8.96546459197998,-4.605576753616333,10.079230753559417,-0.0464894101023674,0.4183611745875924,1.0,4,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.15832551486464522
55,-8.191610874273838,-2.593246423281156,8.592288154349918,0.726838709881868,0.5961840015364778,29.25,117,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.2256211731176421
56,-8.341477076834662,-0.9228633469072719,8.392372523930467,0.42503437845324166,0.7451851658146977,127.75,511,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.28200949852340124
57,-9.190805508648907,1.0029357829855547,9.245365654348342,-0.22328386923962237,1.183626396696676,168.75,675,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.44793415366308187
58,-9.017515068534035,2.9207685990903363,9.478737638560869,-0.1417234941587171,1.1190841187163743,159.0,636,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.4235086332934118
59,-9.086618193873653,4.906762131938228,10.326807097097277,0.04788893629766891,1.132085945767463,108.0,432,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.4284290730643201
60,-9.462646897742365,6.940674134081948,11.73518827061873,0.047670008681906045,1.1440169761090142,73.25,293,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.4329442781943227
61,-9.63865083949581,8.788964636006932,13.04413620669049,-0.10315625097631895,1.0438585023701252,39.25,157,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.3950400870647356
62,-9.139247197371263,10.98622021308312,14.290656874511214,-1.182328394972361,0.31302029346117677,6.5,26,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.11846008218658671
63,-9.397049903869629,13.778789867054332,16.678117312702152,-1.1662513342770664,0.01326780152758674,2.75,11,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0050210957315717335
64,-8.481943236456978,14.133914311726889,16.483655384583738,-1.1526101297802396,0.006969161852616643,2.25,9,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.002637424803050304
65,-8.933597028255463,17.424090027809143,19.580808695262125,-0.9132813028991222,0.01151877619767357,4.0,16,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.004359190773152053
66,-8.742543411254882,21.856769943237303,23.540400541394316,-0.5464371800422668,0.005766170779435068,2.5,10,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.002182162239006691
67,-9.79584789276123,22.052777608235676,24.130553996467125,-0.5600486199061075,0.0017049168624412934,0.75,3,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0006452124538409278
68,-7.973114472169143,-2.6116288350178647,8.389943954414106,0.7697619655988232,0.5032487288990549,6.5,26,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.1904505459582008
69,-7.943121910095215,-1.9921224117279053,8.18912311434767,0.38191547989845276,0.0,0.25,1,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0
70,-6.896407601237297,0.9595260332105682,6.962839076900483,-2.013175293058157,0.03994506519769944,40.0,160,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.015116897546628004
71,-6.906894778552121,2.9534044918948656,7.511843553664794,-1.8546686376610848,0.06676167244406353,36.5,146,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.025265432848425317
72,-6.851714624548858,4.864569731478421,8.402977565641404,-1.692437821964048,0.05997241344308349,26.5,106,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.022696090872704914
73,-7.048395192848061,6.97315292538337,9.91487450830046,-0.8326506599420649,1.1641557393982611,26.5,106,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.4405656356724642
74,-7.326833868026734,8.867056051890055,11.502485712098217,-0.8713037806245363,0.9765532468580657,15.0,60,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.36956893945514246
75,-6.976030945777893,10.806425946099418,12.862497793390734,-1.3846578342573983,0.05707412684048557,7.0,28,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.02159925697306315
76,-6.508158888135638,12.15834719794137,13.79063228060656,-1.2868194154330663,0.0064019607747475005,3.5,14,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.002422771990743
77,-7.011639004661923,14.37397965930757,15.992947595045893,-1.1188861074901761,0.013156922231073728,5.25,21,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.004979134328902001
78,-6.986110150814056,17.441211462020874,18.78833660285645,-0.8763506710529327,0.010327888780413446,4.0,16,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.003908508743039194
79,-6.807099137987409,21.10377093723842,22.174439033396492,-0.13348640628282737,0.42616647915442574,7.0,28,vehicle,1.0,0.0,0.8,0.5,annotation,0.5357142857142857,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.1612793713391076
80,-7.222758769989014,50.854299545288086,51.364657367603854,4.792252540588379,0.037340641021728516,0.5,2,vehicle,1.0,0.0,0.8,0.5,annotation,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.014131273584287318
81,-6.580564975738525,52.92673301696777,53.3342563766413,4.976075291633606,0.0004880030982266503,1.0,4,vehicle,1.0,0.0,0.8,0.5,annotation,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0001846809562537448
82,-4.707514584064484,-30.888011693954468,31.244678906416173,-3.6487723290920258,0.014640352487483433,2.0,8,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.005540526908754521
83,-4.133908423510465,-2.4598887237635525,4.8104315177819394,0.3222884830426086,0.5691488271648488,11.0,44,vehicle,1.0,0.0,0.8,0.5,annotation,0.8863636363636364,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.2153899227965217
84,-4.184520074299404,-1.4960547941071647,4.443915863198326,0.20148372969457082,0.3516345200462479,7.0,28,vehicle,1.0,0.0,0.8,0.5,annotation,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.13307333426765774
85,-4.806887686585581,0.9777530461300019,4.905320606307459,-1.9325715796241547,0.04355394750883633,89.5,358,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.016482650835182817
86,-4.866503786573223,2.9278265279882096,5.679350956114881,-1.8260730383442898,0.03722889612167524,63.75,255,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.014088984600726943
87,-4.912075897742962,4.908635201947442,6.944291840856412,-1.714769354359857,0.03804792836455601,36.25,145,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.014398940948068858
88,-4.962036800384522,6.911082625389099,8.507929963470865,-1.6043900534510613,0.030611569231238783,20.0,80,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.011584708987702395
89,-4.813844108581543,8.83444797515869,10.060843211555914,-1.500040557384491,0.03365246660174608,12.5,50,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.012735512817218157
90,-4.95982586895978,10.661122851901585,11.758376295804656,-1.3744378222359552,0.01537903575790283,6.75,27,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.005820075815811537
91,-4.969850006103516,12.489323272705079,13.441822975076699,-1.2550559997558595,0.01290485805484717,6.25,25,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.004883742612595289
92,-4.976236776872114,14.56725805455988,15.39376301258514,-1.0770659988576716,0.011131110183812394,5.5,22,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.004212481601822761
93,-5.0353414747450085,17.348633766174316,18.064599561577083,-0.8427074684037102,0.010365328193227915,4.5,18,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0039226773960360315
94,-5.121422421932221,21.027980852127076,21.64266495469754,-0.05318052462152991,0.4315634959293764,10.0,40,vehicle,1.0,0.0,0.8,0.5,annotation,0.625,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.16332183013196647
95,-5.227404594421387,50.327579498291016,50.598330179469166,4.720691680908203,0.0,0.25,1,vehicle,1.0,0.0,0.8,0.5,annotation,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0
96,-5.8047285079956055,53.0035514831543,53.32045895225326,4.974667072296143,0.0,0.25,1,vehicle,1.0,0.0,0.8,0.5,annotation,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0
97,-5.1425275802612305,64.05685424804688,64.26294551348599,5.995535373687744,0.0,0.25,1,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0
98,-2.9660251574082808,-30.730395230379973,30.873200291672696,-3.6057006012309682,0.006586979481903264,2.75,11,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.00249279087358724
99,-2.8609562601361955,-22.26810428074428,22.45113669684709,-3.1562838554382324,0.030843449362980384,3.5,14,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.011672462210216556
100,-2.4483530861990794,-18.424218586512975,18.586184744543747,-3.05398052079337,0.022105122471781865,1.75,7,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.008365510733496966
101,-2.8910125494003296,-17.663949012756348,17.89896779945833,-2.9407875537872314,0.0011360645294189453,0.5,2,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0004299347369339991
